permit_id,application_date,province,mining_type,mineral_type,company_size,project_area,estimated_duration,distance_to_water,distance_to_protected_area,distance_to_indigenous_land,expected_employment,environmental_assessment_score,public_comments_received,public_opposition_percentage,company_compliance_history,previous_permits,approval_time_months,approval_confidence,approval_probability,decision_date
NRCAN-A3570,2020-09-04,Ontario,Open-pit,Sulphur/Pyrite,Small,1080.28,19,4.74,74.52,137.43,65,3.04,213,72.1,9.15,2,25.3,Low,0.4,2022-10-03
NRCAN-A3571,2020-06-02,Ontario,Open-pit,Copper,Major,239.28,20,40.03,92.17,11.62,165,5.81,933,21.69,6.86,12,13.6,Medium,0.65,2021-07-15
NRCAN-A3573,2020-07-06,Ontario,Open-pit,Unknown,Medium,2133.19,21,27.06,52.82,99.68,141,3.04,506,97.56,1.96,6,30.3,Low,0.35,2023-01-01
NRCAN-A3574,2023-02-01,Ontario,Open-pit,Unknown,Small,2995.89,7,49.58,48.85,148.94,206,8.3,349,95.83,9.02,16,15.2,Medium,0.75,2024-05-02
NRCAN-A3575,2022-07-04,Ontario,Open-pit,Gold,Large,1403.19,18,49.2,78.54,107.2,83,5.27,14,32.03,5.31,8,16.3,Medium,0.65,2023-11-05
NRCAN-A3576,2021-11-02,Ontario,Open-pit,Gold,Small,3794.22,27,15.86,99.42,118.8,310,8.22,803,23.91,5.06,15,15.6,High,0.8,2023-02-13
NRCAN-A3577,2020-07-30,Ontario,Underground,Lead,Major,992.04,28,6.67,73.57,107.25,135,5.84,580,15.46,7.89,7,14.0,Medium,0.75,2021-09-23
NRCAN-A3578,2022-03-03,Ontario,Open-pit,Copper,Large,3936.69,8,46.92,21.45,93.09,287,5.47,752,68.71,3.94,16,20.7,Medium,0.55,2023-11-14
NRCAN-A3579,2022-12-17,Ontario,Underground,Sulphur/Pyrite,Major,1160.71,12,44.69,69.61,82.95,87,7.47,451,75.53,5.46,15,18.0,Medium,0.6,2024-06-09
NRCAN-A3580,2024-07-16,Ontario,Open-pit,Sulphur/Pyrite,Medium,2399.32,6,1.72,21.01,140.45,304,3.01,170,24.28,6.26,2,21.4,Low,0.5,2026-04-19
NRCAN-A3581,2023-11-13,Ontario,Underground,Amethyst,Large,4067.95,26,37.59,24.1,65.68,225,5.68,274,44.87,7.45,2,17.4,Medium,0.75,2025-04-18
NRCAN-A3582,2024-07-18,Ontario,Underground,Molybdenum,Major,1930.47,16,8.13,65.28,42.62,291,6.41,589,51.64,8.05,13,16.8,Medium,0.65,2025-12-04
NRCAN-A3600,2020-10-24,Ontario,Underground,Sulphur/Pyrite,Major,138.68,21,37.76,49.27,25.31,159,7.9,808,30.24,6.07,18,12.1,Medium,0.75,2021-10-22
NRCAN-A3583,2022-11-17,Ontario,Underground,Sulphur/Pyrite,Medium,154.08,19,47.16,80.78,76.36,178,4.17,346,54.34,7.57,19,19.8,Medium,0.6,2024-07-03
NRCAN-A3585,2022-03-26,Ontario,Open-pit,Sulphur/Pyrite,Small,3405.55,24,30.79,60.64,60.14,314,5.02,165,0.37,4.96,8,17.3,Medium,0.7,2023-08-27
NRCAN-A3586,2024-12-02,Ontario,Open-pit,Sulphur/Pyrite,Large,3706.07,13,14.13,93.75,80.58,212,5.85,281,47.18,7.15,19,10.7,High,0.8,2025-10-19
NRCAN-A3587,2021-11-16,Ontario,Underground,Copper,Medium,2015.61,20,23.81,73.1,44.81,141,5.33,617,34.73,5.48,10,13.9,Medium,0.65,2023-01-07
NRCAN-A3588,2021-11-23,Ontario,Open-pit,Tellurium,Small,494.13,7,37.76,54.19,64.16,127,7.37,214,55.66,6.21,19,15.4,Medium,0.6,2023-02-28
NRCAN-A3589,2024-12-13,Ontario,Open-pit,Molybdenum,Medium,2925.79,7,24.65,81.62,143.59,232,7.15,361,6.94,6.18,13,14.1,High,0.8,2026-02-09
NRCAN-A3590,2021-06-12,Ontario,Open-pit,Sulphur/Pyrite,Major,4734.97,26,35.68,26.35,148.31,425,3.83,944,87.54,6.88,18,27.2,Low,0.4,2023-09-06
NRCAN-A3591,2025-05-20,Ontario,Open-pit,Sulphur/Pyrite,Medium,2518.53,25,3.96,97.15,32.33,315,3.05,316,56.41,6.63,9,22.8,Low,0.4,2027-04-04
NRCAN-A3592,2024-04-30,Ontario,Open-pit,Amethyst,Major,2366.61,10,30.38,94.98,47.89,156,4.74,833,73.71,6.48,12,17.5,Medium,0.5,2025-10-07
NRCAN-A3593,2024-06-01,Ontario,Open-pit,Fluorite,Large,1552.96,15,30.67,88.05,13.07,218,5.65,501,43.79,5.83,18,13.2,Medium,0.7,2025-07-02
NRCAN-A3594,2020-08-31,Ontario,Underground,Sulphur/Pyrite,Large,1700.54,14,19.11,21.44,112.81,203,5.14,204,59.03,2.14,19,15.1,Medium,0.55,2021-11-27
NRCAN-A3595,2024-01-21,Ontario,Open-pit,Sulphur/Pyrite,Small,2568.65,24,16.2,58.77,2.65,208,4.95,651,61.77,6.73,7,30.1,Low,0.45,2026-07-12
NRCAN-A3596,2025-10-15,Ontario,Underground,Sulphur/Pyrite,Large,1540.26,12,3.24,53.51,118.18,276,3.91,740,35.39,7.61,15,22.3,Medium,0.65,2027-08-15
NRCAN-A3597,2023-08-13,Ontario,Open-pit,Copper,Small,4462.6,29,22.36,20.31,86.57,319,2.48,359,96.09,9.87,16,27.0,Low,0.5,2025-10-31
NRCAN-A3598,2024-03-15,Ontario,Open-pit,Amethyst,Medium,2200.7,15,16.9,44.78,112.32,246,5.27,803,60.26,7.23,7,15.1,Medium,0.65,2025-06-11
NRCAN-A3584,2023-01-13,Ontario,Open-pit,Zinc,Major,2771.02,18,21.81,76.24,111.92,187,8.05,119,44.34,9.08,10,13.0,High,0.85,2024-02-07
NRCAN-A3768,2022-02-05,Ontario,Underground,Lead,Small,981.05,21,24.77,64.87,98.13,159,2.99,364,78.37,6.18,10,27.7,Low,0.35,2024-05-16
NRCAN-A3229,2022-11-25,Ontario,Underground,Unknown,Large,3862.16,24,1.92,3.61,28.59,361,5.18,318,92.25,8.58,15,21.3,Low,0.45,2024-08-25
NRCAN-A3227,2025-10-19,Ontario,Underground,Iron,Small,1354.13,13,29.32,58.79,0.59,172,3.97,602,8.99,6.06,4,30.2,Low,0.35,2028-04-12
NRCAN-A2860,2025-07-09,Ontario,Open-pit,Unknown,Medium,4601.7,10,46.42,92.16,65.1,339,3.5,467,12.47,4.19,4,19.0,Low,0.5,2027-01-30
NRCAN-A2861,2023-03-01,Ontario,Open-pit,Gold,Major,209.62,23,31.2,86.71,70.99,117,4.98,917,97.32,10.0,0,16.2,Medium,0.55,2024-06-29
NRCAN-A2862,2021-05-05,Ontario,Underground,Gold,Small,3722.99,6,25.26,40.67,2.64,227,7.34,640,0.2,6.43,6,20.9,Medium,0.7,2023-01-22
NRCAN-A2863,2023-09-12,Ontario,Open-pit,Gold,Large,185.45,3,9.62,0.47,26.56,202,3.59,425,77.21,7.28,11,26.0,Low,0.3,2025-10-31
NRCAN-A2864,2024-09-22,Ontario,Underground,Gold,Small,2231.03,20,27.94,84.49,75.14,295,7.23,967,52.65,7.98,15,18.2,Medium,0.75,2026-03-22
NRCAN-A2865,2021-01-26,Ontario,Underground,Copper,Small,2313.4,8,46.46,28.68,41.91,306,3.21,647,8.56,6.66,6,18.4,Medium,0.55,2022-08-01
NRCAN-A2866,2022-08-02,Ontario,Underground,Silica,Major,3484.13,6,28.36,75.59,78.5,239,5.06,979,12.0,5.8,7,15.3,Medium,0.7,2023-11-04
NRCAN-A2867,2022-04-08,Ontario,Underground,Unknown,Medium,1768.49,25,8.32,57.15,16.22,188,6.95,272,59.0,6.27,14,18.6,Medium,0.5,2023-10-18
NRCAN-A2868,2021-11-12,Ontario,Open-pit,Unknown,Major,4106.3,8,49.86,22.17,120.42,313,6.73,974,31.53,7.96,5,11.5,Medium,0.75,2022-10-23
NRCAN-A2869,2023-12-25,Ontario,Open-pit,Unknown,Medium,1720.89,14,24.99,64.82,117.56,189,3.76,687,45.02,8.17,4,18.8,Medium,0.55,2025-07-11
NRCAN-A2870,2023-06-06,Ontario,Open-pit,Unknown,Major,1121.58,11,25.22,47.44,79.72,224,5.34,374,57.33,6.66,19,20.0,Medium,0.55,2025-01-26
NRCAN-A2871,2020-07-18,Ontario,Open-pit,Iron,Medium,3422.51,10,13.26,74.79,58.48,322,9.0,143,58.26,7.39,11,12.8,Medium,0.75,2021-08-06
NRCAN-A2872,2025-07-11,Ontario,Underground,Unknown,Large,392.17,26,1.62,40.5,102.4,119,8.91,736,7.01,8.88,9,10.8,High,0.85,2026-05-31
NRCAN-A2873,2021-07-26,Ontario,Open-pit,Copper,Large,1821.64,23,44.49,98.03,117.27,151,7.78,855,74.05,8.49,11,17.9,Medium,0.7,2023-01-14
NRCAN-A2874,2022-06-13,Ontario,Underground,Gold,Major,1341.78,10,21.5,23.98,121.29,197,7.26,659,29.35,8.0,11,10.2,High,0.85,2023-04-15
NRCAN-A2875,2021-04-30,Ontario,Underground,Copper,Medium,1154.38,11,37.67,77.79,52.14,93,2.79,925,11.44,7.77,1,17.9,Medium,0.55,2022-10-19
NRCAN-A2876,2025-10-02,Ontario,Open-pit,Unknown,Large,314.31,1,48.57,74.96,29.09,215,7.94,160,10.22,10.0,6,8.4,High,0.9,2026-06-11
NRCAN-A2877,2024-07-01,Ontario,Underground,Gold,Medium,960.01,15,31.67,52.94,51.27,81,3.34,600,23.7,10.0,4,15.5,Medium,0.55,2025-10-09
NRCAN-A2878,2023-09-22,Ontario,Underground,Unknown,Medium,2236.76,5,34.61,35.03,1.16,132,3.55,173,62.87,5.49,17,34.3,Low,0.25,2026-07-17
NRCAN-A2879,2022-06-02,Ontario,Underground,Gold,Small,2523.67,14,47.17,44.58,63.48,252,6.18,877,47.19,8.25,17,9.4,High,0.8,2023-03-11
NRCAN-A2880,2021-08-09,Ontario,Open-pit,Unknown,Major,3254.72,26,16.06,53.03,118.51,309,5.46,760,3.24,8.72,1,15.4,Medium,0.75,2022-11-14
NRCAN-A2881,2025-06-14,Ontario,Underground,Iron,Medium,1685.61,25,46.08,76.15,101.22,118,2.98,675,2.47,5.72,7,22.5,Medium,0.5,2027-04-20
NRCAN-A2882,2021-12-20,Ontario,Open-pit,Gold,Large,1842.56,28,3.54,36.07,3.9,171,4.74,199,42.11,9.55,18,23.8,Medium,0.65,2023-12-04
NRCAN-A2883,2023-01-23,Ontario,Open-pit,Barite,Large,3915.3,20,10.81,10.72,21.64,300,2.93,605,78.81,6.16,5,26.2,Low,0.35,2025-03-19
NRCAN-A2884,2024-01-19,Ontario,Underground,Gold,Medium,2764.31,8,17.13,50.56,81.33,233,7.78,719,57.36,5.28,12,16.3,Medium,0.65,2025-05-22
NRCAN-A2885,2021-04-23,Ontario,Open-pit,Asbestos,Major,4766.34,17,39.13,25.9,92.71,359,1.61,551,80.97,5.06,6,24.1,Low,0.4,2023-04-16
NRCAN-A2886,2020-07-31,Ontario,Open-pit,Gold,Medium,1802.91,4,45.2,61.66,115.33,119,6.68,249,31.94,8.3,19,12.2,Medium,0.75,2021-08-01
NRCAN-A2887,2025-01-12,Ontario,Open-pit,Unknown,Small,4140.92,4,22.64,52.03,145.24,312,4.72,718,14.03,6.68,4,12.7,Medium,0.65,2026-01-28
NRCAN-A2888,2022-01-26,Ontario,Open-pit,Unknown,Small,3694.3,18,14.38,77.87,105.29,300,2.78,26,80.3,7.43,16,26.2,Low,0.5,2024-03-22
NRCAN-A2859,2020-10-16,Ontario,Underground,Gold,Major,2302.39,23,11.33,94.4,122.37,301,5.9,482,27.71,6.52,6,12.9,Medium,0.7,2021-11-07
NRCAN-A2858,2024-07-10,Ontario,Underground,Gold,Large,3362.27,23,2.67,80.46,80.16,224,8.16,881,16.29,9.96,3,16.1,High,0.85,2025-11-05
NRCAN-A2857,2021-03-27,Ontario,Open-pit,Copper,Medium,2729.79,19,27.86,39.62,22.78,210,4.34,873,18.33,5.93,17,13.7,Medium,0.7,2022-05-12
NRCAN-A2856,2020-05-27,Ontario,Underground,Gold,Large,3138.67,20,14.33,0.36,4.45,218,5.32,465,6.96,7.01,9,26.9,Low,0.5,2022-08-12
NRCAN-A2826,2021-06-10,Ontario,Open-pit,Gold,Medium,209.03,24,3.71,5.26,111.78,125,3.51,881,60.51,9.95,10,28.7,Low,0.25,2023-10-19
NRCAN-A2827,2021-05-14,Ontario,Underground,Gold,Medium,1659.93,16,19.66,63.26,115.52,233,6.31,263,96.69,4.53,1,23.6,Low,0.5,2023-04-22
NRCAN-A2828,2025-05-25,Ontario,Underground,Gold,Medium,4108.81,5,15.8,33.12,58.56,366,5.65,997,34.68,7.03,1,13.6,Medium,0.75,2026-07-07
NRCAN-A2829,2025-04-07,Ontario,Open-pit,Gold,Major,2334.27,3,40.03,25.76,80.45,311,4.02,256,68.31,7.31,17,16.6,Medium,0.65,2026-08-18
NRCAN-A2830,2025-07-14,Ontario,Open-pit,Gold,Small,4174.4,15,37.84,79.56,142.28,314,4.78,671,38.8,4.07,15,14.8,Medium,0.7,2026-10-01
NRCAN-A2831,2025-05-04,Ontario,Open-pit,Gold,Major,1150.85,4,25.07,40.39,105.21,84,6.49,88,78.82,7.7,16,18.0,Medium,0.6,2026-10-26
NRCAN-A2832,2023-10-05,Ontario,Open-pit,Gold,Small,4079.31,3,4.19,75.74,56.33,229,6.51,123,40.31,7.3,9,9.0,High,0.8,2024-07-01
NRCAN-A2833,2024-11-05,Ontario,Open-pit,Gold,Medium,2270.37,27,48.49,44.61,58.44,143,4.45,940,55.86,6.63,16,19.2,Medium,0.5,2026-06-04
NRCAN-A2834,2020-12-04,Ontario,Underground,Gold,Large,2322.84,2,36.74,21.45,13.57,175,5.4,903,56.06,7.83,5,15.6,Medium,0.55,2022-03-17
NRCAN-A2835,2025-06-14,Ontario,Underground,Gold,Small,1370.87,4,13.08,44.62,68.54,210,4.54,374,51.13,6.54,0,21.1,Low,0.5,2027-03-09
NRCAN-A2836,2021-03-16,Ontario,Underground,Gold,Large,4501.87,25,29.13,53.81,100.95,398,8.39,503,45.74,4.92,12,16.7,High,0.8,2022-07-30
NRCAN-A2837,2024-01-28,Ontario,Open-pit,Gold,Large,453.04,6,45.01,46.16,142.88,115,4.84,830,16.78,7.9,5,11.3,Medium,0.7,2025-01-01
NRCAN-A2838,2020-09-14,Ontario,Open-pit,Gold,Large,730.59,4,46.55,27.43,97.14,152,6.09,727,24.08,3.45,18,10.3,Medium,0.65,2021-07-20
NRCAN-A2839,2021-09-20,Ontario,Underground,Uranium,Small,3183.06,17,36.58,18.51,97.61,208,9.12,867,12.35,5.29,5,17.7,Medium,0.75,2023-03-05
NRCAN-A2889,2025-03-17,Ontario,Underground,Gold,Major,4452.04,27,17.73,57.52,81.73,399,6.62,241,72.78,4.78,3,24.0,Low,0.5,2027-03-07
NRCAN-A2840,2024-11-01,Ontario,Underground,Gold,Medium,486.3,18,13.94,29.75,76.47,203,6.79,558,74.43,8.05,11,16.4,Medium,0.65,2026-03-07
NRCAN-A2842,2021-02-27,Ontario,Open-pit,Unknown,Small,3715.13,22,12.25,34.07,133.48,226,4.27,639,91.76,10.0,6,19.3,Medium,0.65,2022-09-29
NRCAN-A2843,2025-06-03,Ontario,Underground,Unknown,Medium,2911.8,10,4.56,96.96,60.37,156,2.75,471,26.5,6.93,5,22.4,Low,0.45,2027-04-06
NRCAN-A2844,2024-11-24,Ontario,Open-pit,Unknown,Major,2438.77,17,48.87,98.83,147.7,233,4.61,318,82.1,6.41,14,20.8,Medium,0.55,2026-08-10
NRCAN-A2845,2020-07-23,Ontario,Open-pit,Gold,Large,1612.23,29,7.73,82.51,60.96,185,4.96,234,18.58,9.39,5,16.4,Medium,0.7,2021-11-26
NRCAN-A2846,2022-04-08,Ontario,Underground,Unknown,Major,1763.79,23,26.13,58.15,100.25,274,6.17,745,6.78,7.62,8,12.5,High,0.8,2023-04-18
NRCAN-A2847,2022-04-08,Ontario,Open-pit,Gold,Major,3375.42,4,23.47,54.21,68.98,185,2.75,506,0.01,6.48,17,18.4,Medium,0.5,2023-10-12
NRCAN-A2848,2023-06-02,Ontario,Open-pit,Nickel,Medium,335.78,27,42.43,32.9,34.86,55,3.56,104,58.06,7.69,2,23.1,Low,0.4,2025-04-25
NRCAN-A2849,2022-06-09,Ontario,Open-pit,Unknown,Medium,2928.83,19,19.89,12.2,139.62,194,4.55,826,77.87,7.78,1,17.4,Medium,0.55,2023-11-13
NRCAN-A2850,2024-06-06,Ontario,Underground,Iron,Small,2338.36,7,2.28,46.54,67.58,181,4.75,250,47.07,4.39,10,14.5,Medium,0.65,2025-08-15
NRCAN-A2851,2023-09-19,Ontario,Open-pit,Unknown,Large,2799.31,13,10.47,97.88,21.63,189,3.89,641,5.87,6.16,4,22.1,Low,0.45,2025-07-13
NRCAN-A2852,2025-02-10,Ontario,Open-pit,Unknown,Small,4429.44,3,41.67,24.69,149.87,329,7.09,95,3.58,10.0,4,11.5,High,0.85,2026-01-21
NRCAN-A2853,2023-04-19,Ontario,Open-pit,Gold,Large,2899.58,8,23.97,41.1,134.27,162,2.24,726,91.74,10.0,11,24.0,Low,0.45,2025-04-08
NRCAN-A2854,2021-12-15,Ontario,Open-pit,Copper,Small,1143.53,11,11.62,64.14,63.42,252,3.76,31,9.29,5.45,1,22.4,Low,0.5,2023-10-18
NRCAN-A2855,2025-05-11,Ontario,Open-pit,Gold,Medium,406.5,16,18.51,35.11,25.72,193,1.53,578,78.47,5.71,17,23.9,Low,0.35,2027-04-28
NRCAN-A2841,2023-09-21,Ontario,Underground,Gold,Major,3671.42,28,49.49,70.54,4.82,285,6.53,292,63.85,7.45,10,28.2,Medium,0.55,2026-01-14
NRCAN-A2890,2024-01-17,Ontario,Open-pit,Gold,Medium,48.31,19,7.98,11.99,110.73,116,4.93,73,88.78,7.74,5,14.8,Medium,0.55,2025-04-05
NRCAN-A2891,2025-03-19,Ontario,Underground,Gold,Small,450.61,3,27.42,12.01,140.21,186,8.31,407,63.07,10.0,5,15.3,Medium,0.65,2026-06-21
NRCAN-A2892,2021-01-15,Ontario,Underground,Gold,Medium,3374.95,9,29.46,64.04,63.44,191,4.09,30,52.58,3.77,2,24.3,Low,0.45,2023-01-14
NRCAN-A2927,2025-07-25,Ontario,Open-pit,Gold,Large,2104.04,24,48.86,27.17,79.6,269,7.58,822,45.77,3.35,18,15.7,High,0.8,2026-11-08
NRCAN-A2928,2022-01-19,Ontario,Underground,Iron,Large,1790.93,6,24.51,98.66,23.38,122,4.47,898,85.96,7.59,4,17.5,Medium,0.55,2023-06-28
NRCAN-A2929,2022-04-15,Ontario,Open-pit,Gold,Large,3505.89,19,7.09,55.81,90.7,368,6.24,62,35.23,4.26,13,17.0,Medium,0.7,2023-09-07
NRCAN-A2930,2022-06-06,Ontario,Underground,Gold,Small,108.71,17,3.63,21.18,46.58,49,9.76,574,66.78,5.26,8,16.3,Medium,0.6,2023-10-08
NRCAN-A2931,2022-10-02,Ontario,Open-pit,Gold,Large,997.16,14,48.68,52.01,145.11,105,4.56,540,29.48,5.8,4,12.8,Medium,0.6,2023-10-21
NRCAN-A2932,2025-06-27,Ontario,Open-pit,Gold,Medium,2395.86,11,37.95,51.05,120.77,285,7.84,272,1.89,5.18,2,11.3,Medium,0.75,2026-06-01
NRCAN-A2933,2024-11-13,Ontario,Underground,Gold,Major,2232.97,14,49.11,81.27,63.62,225,5.16,697,82.66,8.69,13,17.3,Medium,0.65,2026-04-16
NRCAN-A2934,2022-07-19,Ontario,Open-pit,Iron,Medium,2588.21,5,18.92,2.16,67.12,314,7.98,112,48.24,8.02,10,14.1,Medium,0.7,2023-09-15
NRCAN-A2935,2021-04-05,Ontario,Open-pit,Iron,Small,3576.91,13,0.89,86.05,17.22,374,4.8,387,9.55,7.37,12,17.1,Medium,0.65,2022-08-31
NRCAN-A2936,2021-06-16,Ontario,Underground,Iron,Large,3413.22,12,26.11,7.96,126.68,245,6.77,235,95.76,5.24,1,27.2,Low,0.3,2023-09-10
NRCAN-A2937,2025-07-04,Ontario,Open-pit,Unknown,Medium,1870.34,26,6.15,91.66,0.6,121,10.0,573,29.64,7.47,15,17.1,Medium,0.75,2026-11-29
NRCAN-A2938,2020-08-28,Ontario,Underground,Iron,Small,4389.13,24,34.01,14.28,21.67,363,2.92,365,47.45,6.5,5,22.3,Low,0.5,2022-06-28
NRCAN-A2939,2022-05-05,Ontario,Open-pit,Gold,Medium,324.03,19,24.93,53.22,80.11,201,7.44,981,48.41,6.46,10,10.3,High,0.8,2023-03-10
NRCAN-A2940,2024-08-18,Ontario,Underground,Gold,Medium,4748.93,13,14.62,44.72,94.92,434,4.62,461,15.16,6.98,9,10.4,Medium,0.7,2025-06-26
NRCAN-A2926,2020-11-05,Ontario,Underground,Gold,Large,1216.12,23,40.69,15.66,30.51,214,4.0,717,68.36,7.88,10,18.1,Medium,0.65,2022-05-02
NRCAN-A2941,2020-08-04,Ontario,Open-pit,Gold,Medium,2749.92,15,41.48,29.93,0.55,184,8.62,367,70.43,9.23,6,20.1,Medium,0.6,2022-03-30
NRCAN-A2943,2021-09-25,Ontario,Open-pit,Gold,Small,678.25,13,49.39,54.5,114.7,138,7.19,584,68.23,8.99,7,13.7,Medium,0.7,2022-11-10
NRCAN-A2944,2022-06-11,Ontario,Open-pit,Gold,Small,4052.84,4,9.01,45.94,86.48,365,6.25,833,80.21,5.4,1,21.8,Low,0.5,2024-03-26
NRCAN-A2945,2020-10-11,Ontario,Open-pit,Gold,Major,1875.24,22,2.65,2.32,2.92,171,7.3,740,2.31,10.0,2,28.6,Low,0.5,2023-02-16
NRCAN-A2946,2023-06-20,Ontario,Open-pit,Gold,Major,3509.22,9,42.57,86.35,30.87,248,5.25,260,73.18,6.1,11,21.7,Medium,0.55,2025-04-01
NRCAN-A2947,2020-09-07,Ontario,Open-pit,Gold,Small,995.76,26,16.99,9.5,35.84,97,7.48,401,63.8,8.97,2,19.0,Low,0.45,2022-03-31
NRCAN-A2948,2021-09-17,Ontario,Open-pit,Gold,Large,218.9,19,21.62,98.06,127.36,208,7.65,938,19.58,7.92,16,7.1,High,0.9,2022-04-18
NRCAN-A2949,2024-07-25,Ontario,Underground,Lead,Major,1534.28,20,46.29,85.13,87.38,151,1.77,735,62.02,7.29,7,26.0,Low,0.45,2026-09-13
NRCAN-A2950,2021-12-12,Ontario,Open-pit,Iron,Small,4368.64,22,14.97,24.52,13.01,253,5.64,392,8.46,10.0,3,15.8,Medium,0.75,2023-03-31
NRCAN-A2951,2020-08-08,Ontario,Underground,Gold,Major,4324.72,7,3.07,8.62,98.54,311,5.01,107,52.37,10.0,10,23.8,Low,0.45,2022-07-23
NRCAN-A2952,2025-01-12,Ontario,Underground,Unknown,Large,2674.13,15,22.2,67.18,23.38,294,6.57,451,97.33,7.0,11,21.9,Medium,0.55,2026-10-31
NRCAN-A2953,2025-03-24,Ontario,Open-pit,Unknown,Small,104.8,17,32.78,20.15,78.26,199,1.73,450,64.88,6.99,4,26.2,Low,0.3,2027-05-19
NRCAN-A2954,2021-01-20,Ontario,Underground,Gold,Medium,1149.34,14,13.53,73.32,88.9,101,4.93,740,33.05,5.03,1,14.9,Medium,0.6,2022-04-12
NRCAN-A2955,2023-05-02,Ontario,Open-pit,Unknown,Small,3198.67,14,35.92,83.25,126.28,187,5.96,20,56.35,4.57,10,20.7,Medium,0.5,2025-01-12
NRCAN-A2956,2022-11-16,Ontario,Underground,Unknown,Medium,516.03,9,23.97,98.9,120.97,223,5.92,38,73.78,5.84,17,14.1,Medium,0.55,2024-01-13
NRCAN-A2942,2022-10-09,Ontario,Open-pit,Gold,Medium,2280.98,20,32.58,42.01,14.76,140,3.14,440,19.55,8.01,0,23.5,Medium,0.55,2024-09-13
NRCAN-A2825,2023-07-28,Ontario,Open-pit,Gold,Medium,529.36,28,22.41,35.38,104.02,112,5.33,981,66.27,3.98,17,20.7,Medium,0.5,2025-04-09
NRCAN-A2925,2022-12-22,Ontario,Open-pit,Copper,Medium,3022.1,5,42.13,47.87,22.28,162,5.15,660,62.27,8.63,0,18.0,Medium,0.55,2024-06-14
NRCAN-A2923,2025-10-18,Ontario,Underground,Lead,Small,485.1,5,20.16,30.3,38.22,87,6.28,104,35.78,6.22,13,10.0,Medium,0.65,2026-08-14
NRCAN-A2893,2025-04-21,Ontario,Underground,Gold,Large,1957.1,7,35.42,88.08,87.69,230,8.06,101,50.23,6.87,9,17.3,Medium,0.65,2026-09-22
NRCAN-A2894,2025-02-27,Ontario,Open-pit,Unknown,Large,4097.43,2,30.23,41.48,31.06,369,7.86,274,61.74,4.95,10,19.0,Medium,0.65,2026-09-20
NRCAN-A2895,2024-03-22,Ontario,Open-pit,Unknown,Major,69.78,9,4.94,53.08,128.62,31,2.04,823,51.66,6.66,13,20.8,Low,0.35,2025-12-06
NRCAN-A2896,2024-01-18,Ontario,Underground,Unknown,Major,4036.82,24,34.47,59.12,107.03,366,10.0,254,27.27,7.37,3,12.1,High,0.85,2025-01-15
NRCAN-A2897,2025-03-20,Ontario,Open-pit,Silver,Major,684.86,6,1.19,47.73,53.21,193,5.92,320,95.39,9.04,6,13.4,Medium,0.6,2026-04-26
NRCAN-A2898,2022-02-10,Ontario,Underground,Gold,Large,1458.34,6,19.58,5.96,131.11,83,6.5,385,95.81,6.02,9,25.1,Low,0.3,2024-03-04
NRCAN-A2899,2024-05-25,Ontario,Open-pit,Gold,Medium,4845.7,28,20.91,58.91,145.63,299,2.88,550,16.68,8.22,0,21.5,Medium,0.6,2026-03-01
NRCAN-A2900,2020-12-01,Ontario,Underground,Gold,Medium,431.8,29,3.65,77.54,124.78,205,4.32,935,5.48,3.05,2,14.2,Medium,0.65,2022-01-31
NRCAN-A2901,2021-10-12,Ontario,Underground,Gold,Small,4269.49,16,22.37,0.54,87.36,337,5.89,652,12.36,3.8,8,20.3,Low,0.5,2023-06-13
NRCAN-A2902,2023-10-02,Ontario,Open-pit,Gold,Large,3518.05,3,12.09,43.05,132.66,300,5.0,984,54.49,4.48,17,19.2,Medium,0.55,2025-04-30
NRCAN-A2903,2024-05-18,Ontario,Open-pit,Gold,Large,4003.68,22,3.54,74.57,52.13,233,6.57,224,2.83,6.32,2,15.2,Medium,0.65,2025-08-17
NRCAN-A2904,2025-04-11,Ontario,Open-pit,Gold,Large,2641.12,16,12.89,52.85,87.19,268,3.38,344,83.3,7.39,6,30.5,Low,0.5,2027-10-13
NRCAN-A2905,2024-08-04,Ontario,Open-pit,Gold,Small,1795.02,12,26.49,23.53,86.58,268,7.95,785,87.32,3.93,15,15.9,Medium,0.65,2025-11-24
NRCAN-A2906,2024-08-31,Ontario,Open-pit,Gold,Large,21.35,3,37.13,69.76,28.23,92,8.3,71,73.63,9.38,9,15.6,Medium,0.7,2025-12-12
NRCAN-A2924,2024-09-23,Ontario,Open-pit,Iron,Major,4542.08,15,36.54,19.92,13.61,400,8.34,602,33.42,3.58,0,15.3,Medium,0.75,2025-12-26
NRCAN-A2907,2025-01-31,Ontario,Open-pit,Gold,Small,1396.86,11,20.66,78.35,148.79,209,6.23,863,82.24,9.96,6,18.0,Medium,0.65,2026-07-25
NRCAN-A2909,2021-05-24,Ontario,Underground,Gold,Medium,3325.17,23,29.88,29.74,99.62,227,3.08,886,14.19,3.77,4,26.0,Low,0.5,2023-07-13
NRCAN-A2910,2021-12-10,Ontario,Underground,Molybdenum,Large,703.12,5,9.05,36.54,97.56,91,5.4,949,84.81,6.76,6,14.5,Medium,0.5,2023-02-18
NRCAN-A2911,2025-08-14,Ontario,Open-pit,Copper,Large,1016.06,20,23.87,83.59,124.95,125,3.58,722,70.72,4.76,6,25.6,Low,0.35,2027-09-21
